id,symbol,side,pattern,signal,setup,aoi_kind,trend,entry_index,exit_index,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,planned_rr,entry_cash,entry_equity,margin,notional,pnl,pnl_pct,account_pct,margin_return_pct,exit_reason,score
116,USDCHF=X,long,alexg5|USDCHF|EUR>JPY|bullish|bounce|support|rejection|EUR:+0.0040|GBP:+0.0011|CAD:+0.0011|USD:+0.0001|g:4708:0.89315999:0.89247999:0.89451998,rejection,bounce,support,bullish,4710,4711,2024-06-24 12:00:00+00:00,2024-06-24 13:00:00+00:00,0.8924799859523773,0.8923014899551869,0.8923014899551869,0.8932130945122666,4.1071,1376.6307,1376.6307,13.7663,68831.5362,-13.7663,-0.00019999999999996258,-0.01,-1.0,margin_stop,4.107142857142857
117,NZDUSD=X,long,alexg5|NZDUSD|AUD>USD|bullish|bounce|support|rejection|AUD:+0.0036|CAD:+0.0034|EUR:+0.0022|CHF:+0.0019|g:4761:0.61248243:0.61153246:0.61443931,rejection,bounce,support,bullish,4770,4771,2024-06-25 13:00:00+00:00,2024-06-25 14:00:00+00:00,0.6115324646234512,0.6114101581305266,0.6114101581305266,0.612039162951282,4.1429,1362.8644,1362.8644,13.6286,68143.2209,-13.6286,-0.00019999999999995382,-0.01,-1.0,margin_stop,4.142857142857142
118,EURGBP=X,short,alexg5|EURGBP|USD>NZD|bearish|continuation|support|momentum|USD:+0.0019|GBP:+0.0013|CAD:+0.0004|JPY:+0.0002|g:4748:0.84367001:0.84566000:0.83969003,momentum,continuation,support,bearish,4773,4774,2024-06-26 14:00:00+00:00,2024-06-26 15:00:00+00:00,0.845660001039505,0.8458291330397129,0.8458291330397129,0.8449532708957793,4.1786,1349.2358,1349.2358,13.4924,67461.7886,-13.4924,-0.0001999999999999397,-0.01,-1.0,margin_stop,4.178571428571429
119,AUDUSD=X,short,alexg5|AUDUSD|USD>NZD|bearish|continuation|support|momentum|USD:+0.0034|GBP:+0.0005|AUD:-0.0000|EUR:-0.0009|g:4799:0.66596961:0.66733006:0.66324872,momentum,continuation,support,bearish,4819,4820,2024-06-27 06:00:00+00:00,2024-06-27 07:00:00+00:00,0.6673300564289093,0.6667675925242051,0.667463522440195,0.6667675925242051,4.2143,1335.7434,1335.7434,13.3574,66787.1708,56.292,0.0008428571428568306,0.04214285714284152,4.214285714284152,take_profit,4.214285714285714
120,USDJPY=X,long,alexg5|USDJPY|EUR>CHF|bullish|bounce|support|bullish_engulfing|EUR:+0.0009|USD:+0.0009|NZD:-0.0001|CAD:-0.0006|g:4763:160.54899597:160.39099121:160.86500549,bullish_engulfing,bounce,support,bullish,4764,4765,2024-06-27 12:00:00+00:00,2024-06-27 13:00:00+00:00,160.3909912109375,160.35891301269533,160.35891301269533,160.52262243820712,4.1034,1392.0355,1392.0355,13.9204,69601.773,-13.9204,-0.00019999999999992176,-0.01,-1.0,margin_stop,4.103448275862069
121,NZDUSD=X,long,alexg5|NZDUSD|GBP>JPY|bullish|continuation|resistance|momentum|GBP:+0.0052|AUD:+0.0024|CAD:+0.0010|NZD:+0.0007|g:5046:0.60997927:0.60846490:0.61300802,momentum,continuation,resistance,bullish,5054,5055,2024-07-11 11:00:00+00:00,2024-07-11 12:00:00+00:00,0.6084648966789246,0.6089684538347966,0.6083432036995888,0.6089684538347966,4.1379,1378.1151,1378.1151,13.7812,68905.7552,57.0255,0.0008275862068962426,0.04137931034481213,4.1379310344812135,take_profit,4.137931034482759
122,NZDUSD=X,long,alexg5|NZDUSD|JPY>USD|bullish|continuation|resistance|momentum|JPY:+0.0061|AUD:+0.0025|CHF:+0.0020|GBP:+0.0007|g:5098:0.61012810:0.60893220:0.61251992,momentum,continuation,resistance,bullish,5102,5103,2024-07-15 12:00:00+00:00,2024-07-15 13:00:00+00:00,0.6089321970939636,0.6094234023996192,0.6088104106545449,0.6094234023996192,4.0333,1435.1406,1435.1406,14.3514,71757.0279,57.884,0.0008066666666663532,0.040333333333317664,4.0333333333317665,take_profit,4.033333333333333
123,GBPJPY=X,short,alexg5|GBPJPY|JPY>NZD|bearish|continuation|support|momentum|JPY:+0.0029|EUR:+0.0009|AUD:-0.0001|USD:-0.0004|g:5079:204.95100403:205.52400970:203.80499268,momentum,continuation,support,bearish,5090,5091,2024-07-16 01:00:00+00:00,2024-07-16 02:00:00+00:00,205.52400970458984,205.56511450653076,205.56511450653076,205.36224241953204,3.9355,1493.0246,1493.0246,14.9302,74651.228,-14.9302,-0.00019999999999999977,-0.01,-1.0,margin_stop,3.935483870967742
124,EURJPY=X,long,alexg5|EURJPY|USD>NZD|bullish|continuation|resistance|momentum|USD:+0.0025|EUR:+0.0015|GBP:+0.0009|CHF:+0.0000|g:5091:172.82899475:172.60699463:173.27299500,momentum,continuation,resistance,bullish,5095,5096,2024-07-16 06:00:00+00:00,2024-07-16 07:00:00+00:00,172.60699462890625,172.57247322998046,172.57247322998046,172.74396663109567,3.9677,1478.0943,1478.0943,14.7809,73904.7157,-14.7809,-0.0002000000000000506,-0.01,-1.0,margin_stop,3.9677419354838714
125,EURJPY=X,long,alexg5|EURJPY|CHF>NZD|bullish|bounce|support|bullish_engulfing|CHF:+0.0025|GBP:+0.0014|EUR:+0.0011|USD:+0.0010|g:5108:172.66799927:172.36550140:173.27299500,bullish_engulfing,bounce,support,bullish,5118,5119,2024-07-17 05:00:00+00:00,2024-07-17 06:00:00+00:00,172.3655014038086,172.33102830352783,172.33102830352783,172.50339380493165,4.0,1463.3134,1463.3134,14.6331,73165.6685,-14.6331,-0.00020000000000001004,-0.01,-1.0,margin_stop,4.0
126,NZDUSD=X,long,alexg5|NZDUSD|JPY>USD|bullish|bounce|support|rejection|JPY:+0.0150|CHF:+0.0126|NZD:+0.0016|AUD:-0.0004|g:5161:0.60819852:0.60779107:0.60901344,rejection,bounce,support,bullish,5162,5163,2024-07-18 00:00:00+00:00,2024-07-18 01:00:00+00:00,0.6077910661697388,0.6076695079565049,0.6076695079565049,0.6082812202553594,4.0323,1448.6802,1448.6802,14.4868,72434.0119,-14.4868,-0.00019999999999991582,-0.01,-1.0,margin_stop,4.032258064516129
127,EURGBP=X,long,alexg5|EURGBP|USD>NZD|bullish|continuation|resistance|momentum|USD:+0.0057|EUR:-0.0006|JPY:-0.0020|GBP:-0.0029|g:5173:0.84293002:0.84144002:0.84591001,momentum,continuation,resistance,bullish,5198,5199,2024-07-22 11:00:00+00:00,2024-07-22 12:00:00+00:00,0.8414400219917297,0.8421240312999292,0.8412717339873315,0.8421240312999292,4.0645,1434.1934,1434.1934,14.3419,71709.6717,58.293,0.0008129032258061221,0.040645161290306105,4.06451612903061,take_profit,4.064516129032258
128,USDCHF=X,short,alexg5|USDCHF|CHF>NZD|bearish|continuation|support|bearish_engulfing|CHF:+0.0044|EUR:+0.0041|USD:+0.0009|CAD:+0.0007|g:5270:0.88040000:0.88178000:0.87764001,bearish_engulfing,continuation,support,bearish,5275,5276,2024-07-26 06:00:00+00:00,2024-07-26 07:00:00+00:00,0.8817799985408783,0.8819563545405864,0.8819563545405864,0.8810800856670368,3.9687,1492.4865,1492.4865,14.9249,74624.3229,-14.9249,-0.00019999999999992666,-0.01,-1.0,margin_stop,3.96875
129,GBPJPY=X,long,alexg5|GBPJPY|GBP>JPY|bullish|continuation|resistance|momentum|GBP:+0.0037|USD:+0.0029|NZD:+0.0012|EUR:+0.0007|g:5333:199.29699707:198.38070483:201.17999268,momentum,continuation,resistance,bullish,5340,5341,2024-07-30 13:00:00+00:00,2024-07-30 14:00:00+00:00,198.38070483398437,198.34102869301756,198.34102869301756,198.53940939785159,4.0,1477.5616,1477.5616,14.7756,73878.0797,-14.7756,-0.00020000000000003842,-0.01,-1.0,margin_stop,4.0
130,EURJPY=X,short,alexg5|EURJPY|JPY>GBP|bearish|continuation|support|momentum|JPY:+0.0088|CHF:+0.0048|NZD:+0.0038|AUD:+0.0031|g:5382:161.86000061:162.35199738:160.87600708,momentum,continuation,support,bearish,5386,5387,2024-08-01 11:00:00+00:00,2024-08-01 12:00:00+00:00,162.35199737548828,162.38446777496338,162.38446777496338,162.2211010776043,4.0312,1462.786,1462.786,14.6279,73139.2989,-14.6279,-0.00020000000000002606,-0.01,-1.0,margin_stop,4.03125
131,EURUSD=X,long,alexg5|EURUSD|JPY>GBP|bullish|continuation|resistance|momentum|JPY:+0.0062|CAD:+0.0028|EUR:+0.0004|AUD:-0.0000|g:5497:1.09385252:1.09180225:1.10095787,momentum,continuation,resistance,bullish,5504,5505,2024-08-08 12:00:00+00:00,2024-08-08 13:00:00+00:00,1.0918022513389587,1.091583890888691,1.091583890888691,1.0926893406681712,4.0625,1448.1581,1448.1581,14.4816,72407.9059,-14.4816,-0.00019999999999990227,-0.01,-1.0,margin_stop,4.0625
132,AUDUSD=X,short,alexg5|AUDUSD|JPY>GBP|bearish|bounce|resistance|rejection|JPY:+0.0076|CHF:+0.0054|CAD:-0.0001|USD:-0.0006|g:5538:0.65512770:0.65641662:0.65254986,rejection,bounce,resistance,bearish,5539,5540,2024-08-08 12:00:00+00:00,2024-08-08 13:00:00+00:00,0.6564166247844696,0.655883286276832,0.6565479081094265,0.655883286276832,4.0625,1433.6765,1448.1581,14.3368,71683.8268,58.2431,0.0008125000000003221,0.0406250000000161,4.06250000000161,take_profit,4.0625
133,NZDUSD=X,short,alexg5|NZDUSD|USD>NZD|bearish|continuation|support|momentum|USD:+0.0025|JPY:+0.0015|EUR:-0.0009|CAD:-0.0010|g:5531:0.59826505:0.60055025:0.59350699,momentum,continuation,support,bearish,5533,5534,2024-08-08 14:00:00+00:00,2024-08-08 15:00:00+00:00,0.6005502475500106,0.6000698073519708,0.6006703575995206,0.6000698073519708,4.0,1491.9196,1491.9196,14.9192,74595.9823,59.6768,0.0007999999999997081,0.0399999999999854,3.9999999999985403,take_profit,4.0
134,EURUSD=X,long,alexg5|EURUSD|AUD>CHF|bullish|bounce|support|rejection|AUD:+0.0111|GBP:+0.0055|NZD:+0.0034|CAD:+0.0018|g:5513:1.09206069:1.09164298:1.09289610,rejection,bounce,support,bullish,5516,5518,2024-08-09 00:00:00+00:00,2024-08-09 02:00:00+00:00,1.09164297580719,1.092497025900027,1.0914246472120286,1.092497025900027,3.9118,1551.5964,1551.5964,15.516,77579.8216,60.6948,0.0007823529411762252,0.03911764705881127,3.9117647058811262,take_profit,3.9117647058823533
135,EURJPY=X,long,alexg5|EURJPY|GBP>JPY|bullish|continuation|resistance|momentum|GBP:+0.0057|AUD:+0.0046|NZD:+0.0029|EUR:+0.0026|g:5555:161.63900757:161.08436319:163.42199707,momentum,continuation,resistance,bullish,5556,5557,2024-08-12 15:00:00+00:00,2024-08-12 16:00:00+00:00,161.08436318969726,161.0521463170593,161.0521463170593,161.20770778779683,3.8286,1612.2912,1612.2912,16.1229,80614.5617,-16.1229,-0.0002000000000000402,-0.01,-1.0,margin_stop,3.8285714285714287
136,USDCHF=X,long,alexg5|USDCHF|GBP>CHF|bullish|continuation|resistance|momentum|GBP:+0.0021|CAD:+0.0006|USD:+0.0005|EUR:+0.0001|g:5535:0.86747003:0.86533250:0.87769997,momentum,continuation,resistance,bullish,5547,5548,2024-08-12 17:00:00+00:00,2024-08-12 18:00:00+00:00,0.865332500219345,0.8651594337193012,0.8651594337193012,0.8660000424338,3.8571,1596.1683,1596.1683,15.9617,79808.4161,-15.9617,-0.00020000000000002966,-0.01,-1.0,margin_stop,3.857142857142857
137,GBPJPY=X,long,alexg5|GBPJPY|AUD>CHF|bullish|continuation|resistance|momentum|AUD:+0.0032|GBP:+0.0027|NZD:+0.0025|EUR:+0.0010|g:5552:188.44000244:187.87155756:190.04800415,momentum,continuation,resistance,bullish,5558,5559,2024-08-12 17:00:00+00:00,2024-08-12 18:00:00+00:00,187.87155755615234,187.8339832446411,187.8339832446411,188.01648704340997,3.8571,1580.2066,1596.1683,15.8021,79010.3319,-15.8021,-0.0002000000000000278,-0.01,-1.0,margin_stop,3.857142857142857
138,NZDUSD=X,long,alexg5|NZDUSD|AUD>USD|bullish|bounce|support|bullish_engulfing|AUD:+0.0061|GBP:+0.0034|CHF:+0.0020|CAD:+0.0014|g:5619:0.60193825:0.60159364:0.60262746,bullish_engulfing,bounce,support,bullish,5620,5621,2024-08-14 06:00:00+00:00,2024-08-14 07:00:00+00:00,0.6015936434268951,0.6014733246982098,0.6014733246982098,0.6020646053077492,3.9143,1564.4046,1564.4046,15.644,78220.2286,-15.644,-0.00019999999999993919,-0.01,-1.0,margin_stop,3.914285714285714
139,EURGBP=X,short,alexg5|EURGBP|AUD>CHF|bearish|continuation|support|momentum|AUD:+0.0032|GBP:+0.0027|NZD:+0.0025|EUR:+0.0010|g:5555:0.85553998:0.85727552:0.85170001,momentum,continuation,support,bearish,5598,5600,2024-08-14 06:00:00+00:00,2024-08-14 08:00:00+00:00,0.857275520503521,0.8574469756076216,0.8574469756076216,0.8566043962388984,3.9143,1548.7605,1564.4046,15.4876,77438.0263,-15.4876,-0.00019999999999994794,-0.01,-1.0,margin_stop,3.914285714285714
140,USDCHF=X,short,alexg5|USDCHF|EUR>NZD|bearish|continuation|support|momentum|EUR:+0.0060|CHF:+0.0056|AUD:+0.0042|CAD:+0.0020|g:5586:0.86241001:0.86565243:0.85460001,momentum,continuation,support,bearish,5590,5591,2024-08-14 12:00:00+00:00,2024-08-14 13:00:00+00:00,0.8656524323821068,0.8649648570215291,0.8658255628685831,0.8649648570215291,3.9714,1533.2729,1533.2729,15.3327,76663.646,60.8928,0.0007942857142855197,0.03971428571427599,3.9714285714275985,take_profit,3.9714285714285715
141,GBPUSD=X,long,alexg5|GBPUSD|EUR>NZD|bullish|bounce|support|bullish_engulfing|EUR:+0.0060|CAD:+0.0018|CHF:+0.0016|AUD:+0.0005|g:5600:1.28531396:1.28432947:1.28728294,bullish_engulfing,bounce,support,bullish,5602,5603,2024-08-14 15:00:00+00:00,2024-08-14 16:00:00+00:00,1.2843294739723206,1.2840726080775262,1.2840726080775262,1.2853283968965208,3.8889,1594.1658,1594.1658,15.9417,79708.288,-15.9417,-0.00019999999999990707,-0.01,-1.0,margin_stop,3.8888888888888893
142,EURUSD=X,long,alexg5|EURUSD|GBP>AUD|bullish|bounce|support|bullish_engulfing|GBP:+0.0009|EUR:+0.0008|CAD:+0.0006|USD:+0.0001|g:5617:1.10180700:1.10022432:1.10497236,bullish_engulfing,bounce,support,bullish,5623,5624,2024-08-15 12:00:00+00:00,2024-08-15 13:00:00+00:00,1.1002243161201477,1.1000042712569238,1.1000042712569238,1.101086158501108,3.9167,1578.2241,1578.2241,15.7822,78911.2051,-15.7822,-0.00019999999999989278,-0.01,-1.0,margin_stop,3.916666666666667
143,GBPJPY=X,short,alexg5|GBPJPY|NZD>USD|bearish|continuation|support|bearish_engulfing|NZD:+0.0105|JPY:+0.0074|AUD:+0.0068|CHF:+0.0055|g:5684:190.02600098:190.66699982:188.74400330,bearish_engulfing,continuation,support,bearish,5686,5687,2024-08-20 02:00:00+00:00,2024-08-20 03:00:00+00:00,190.66699981689453,190.70513321685792,190.70513321685792,190.5165847392612,3.9444,1562.4419,1562.4419,15.6244,78122.093,-15.6244,-0.0002000000000000334,-0.01,-1.0,margin_stop,3.9444444444444446
144,GBPJPY=X,short,alexg5|GBPJPY|NZD>USD|bearish|continuation|support|momentum|NZD:+0.0094|CHF:+0.0072|AUD:+0.0042|JPY:+0.0027|g:5698:189.71000671:190.19300842:188.74400330,momentum,continuation,support,bearish,5715,5716,2024-08-21 07:00:00+00:00,2024-08-21 08:00:00+00:00,190.19300842285156,190.23104702453614,190.23104702453614,190.04191064393783,3.9722,1546.8174,1546.8174,15.4682,77340.8721,-15.4682,-0.00020000000000003086,-0.01,-1.0,margin_stop,3.972222222222222
145,USDJPY=X,short,alexg5|USDJPY|GBP>USD|bearish|bounce|resistance|rejection|GBP:+0.0056|CHF:+0.0049|NZD:+0.0033|CAD:+0.0022|g:5706:145.60499573:145.81749725:145.17999268,rejection,bounce,resistance,bearish,5707,5708,2024-08-22 10:00:00+00:00,2024-08-22 11:00:00+00:00,145.81749725341797,145.84666075286864,145.84666075286864,145.70084325561527,4.0,1531.3493,1531.3493,15.3135,76567.4634,-15.3135,-0.00019999999999994168,-0.01,-1.0,margin_stop,4.0
146,EURUSD=X,short,alexg5|EURUSD|GBP>JPY|bearish|bounce|resistance|bearish_engulfing|GBP:+0.0021|USD:+0.0015|NZD:-0.0006|CAD:-0.0007|g:5763:1.11197603:1.11419284:1.10754240,bearish_engulfing,bounce,resistance,bearish,5768,5769,2024-08-23 14:00:00+00:00,2024-08-23 15:00:00+00:00,1.1141928434371948,1.1144156820058821,1.1144156820058821,1.1132952992022043,4.0278,1516.0358,1516.0358,15.1604,75801.7888,-15.1604,-0.0001999999999998954,-0.01,-1.0,margin_stop,4.027777777777778
147,NZDUSD=X,short,alexg5|NZDUSD|USD>JPY|bearish|continuation|support|momentum|USD:+0.0032|CAD:+0.0014|GBP:+0.0011|EUR:+0.0005|g:5828:0.61988598:0.62150651:0.61459041,momentum,continuation,support,bearish,5829,5831,2024-08-27 01:00:00+00:00,2024-08-27 03:00:00+00:00,0.6215065098404884,0.6216308111424564,0.6216308111424564,0.6210023990047291,4.0556,1500.8754,1500.8754,15.0088,75043.7709,-15.0088,-0.00019999999999993133,-0.01,-1.0,margin_stop,4.055555555555555
148,AUDUSD=X,short,alexg5|AUDUSD|USD>JPY|bearish|continuation|support|momentum|USD:+0.0032|CAD:+0.0014|GBP:+0.0011|EUR:+0.0005|g:5836:0.67649847:0.67827509:0.67142034,momentum,continuation,support,bearish,5839,5840,2024-08-27 03:00:00+00:00,2024-08-27 04:00:00+00:00,0.6782750940918922,0.6784107491107106,0.6784107491107106,0.6777211694317171,4.0833,1485.8667,1485.8667,14.8587,74293.3332,-14.8587,-0.00020000000000003706,-0.01,-1.0,margin_stop,4.083333333333333
149,GBPUSD=X,short,alexg5|GBPUSD|USD>EUR|bearish|continuation|support|momentum|USD:+0.0035|JPY:+0.0009|CHF:-0.0005|CAD:-0.0022|g:5842:1.31708920:1.32040436:1.30811286,momentum,continuation,support,bearish,5849,5850,2024-08-29 00:00:00+00:00,2024-08-29 01:00:00+00:00,1.320404356122017,1.3206684369932413,1.3206684369932413,1.3193186903180942,4.1111,1471.008,1471.008,14.7101,73550.3998,-14.7101,-0.00020000000000001698,-0.01,-1.0,margin_stop,4.111111111111111
150,USDCHF=X,short,alexg5|USDCHF|JPY>EUR|bearish|continuation|support|momentum|JPY:+0.0131|CHF:+0.0062|NZD:-0.0012|AUD:-0.0017|g:6057:0.84309000:0.84525309:0.83736002,momentum,continuation,support,bearish,6060,6061,2024-09-11 07:00:00+00:00,2024-09-11 08:00:00+00:00,0.8452530922293663,0.8454221428478121,0.8454221428478121,0.8445534105030209,4.1389,1456.2979,1456.2979,14.563,72814.8958,-14.563,-0.00019999999999997721,-0.01,-1.0,margin_stop,4.138888888888888
151,NZDUSD=X,long,alexg5|NZDUSD|AUD>USD|bullish|continuation|resistance|momentum|AUD:+0.0074|NZD:+0.0073|GBP:+0.0046|CHF:+0.0043|g:6180:0.62034738:0.61969179:0.62165856,momentum,continuation,resistance,bullish,6183,6184,2024-09-16 23:00:00+00:00,2024-09-17 00:00:00+00:00,0.619691789150238,0.619567850792408,0.619567850792408,0.6202081989745301,4.1667,1441.7349,1441.7349,14.4173,72086.7469,-14.4173,-0.0002000000000000668,-0.01,-1.0,margin_stop,4.166666666666667
152,NZDUSD=X,long,alexg5|NZDUSD|AUD>JPY|bullish|continuation|resistance|momentum|AUD:+0.0053|GBP:+0.0046|NZD:+0.0036|EUR:+0.0025|g:6191:0.62061691:0.61953470:0.62278134,momentum,continuation,resistance,bullish,6196,6197,2024-09-17 12:00:00+00:00,2024-09-17 13:00:00+00:00,0.6195347011089325,0.6194107941687107,0.6194107941687107,0.6200544218859739,4.1944,1427.3176,1427.3176,14.2732,71365.8794,-14.2732,-0.00020000000000001576,-0.01,-1.0,margin_stop,4.194444444444445
153,GBPUSD=X,short,alexg5|GBPUSD|USD>JPY|bearish|continuation|support|momentum|USD:+0.0021|GBP:+0.0019|EUR:+0.0017|AUD:+0.0014|g:6171:1.31887841:1.32254977:1.31121743,momentum,continuation,support,bearish,6191,6192,2024-09-18 09:00:00+00:00,2024-09-18 10:00:00+00:00,1.3225497667789459,1.321432946975888,1.3228142767323017,1.321432946975888,4.2222,1413.0444,1413.0444,14.1304,70652.2206,59.6619,0.0008444444444444456,0.04222222222222228,4.2222222222222285,take_profit,4.222222222222222
154,USDJPY=X,long,alexg5|USDJPY|AUD>JPY|bullish|bounce|support|bullish_engulfing|AUD:+0.0033|NZD:+0.0032|GBP:+0.0026|EUR:+0.0019|g:6158:141.84100342:141.48850250:142.54600525,bullish_engulfing,bounce,support,bullish,6165,6166,2024-09-18 18:00:00+00:00,2024-09-18 19:00:00+00:00,141.4885025024414,141.46020480194093,141.46020480194093,141.60551731802445,4.1351,1472.7063,1472.7063,14.7271,73635.3144,-14.7271,-0.00019999999999989812,-0.01,-1.0,margin_stop,4.135135135135135
155,EURJPY=X,long,alexg5|EURJPY|AUD>JPY|bullish|bounce|support|bullish_engulfing|AUD:+0.0033|NZD:+0.0032|GBP:+0.0026|EUR:+0.0019|g:6195:157.79200745:157.36820897:158.72799683,bullish_engulfing,bounce,support,bullish,6202,6203,2024-09-18 18:00:00+00:00,2024-09-18 19:00:00+00:00,157.3682089691162,157.3367353273224,157.3367353273224,157.49835673112844,4.1351,1457.9792,1472.7063,14.5798,72898.9612,-14.5798,-0.00019999999999991135,-0.01,-1.0,margin_stop,4.135135135135135
156,USDCHF=X,short,alexg5|USDCHF|NZD>EUR|bearish|continuation|support|momentum|NZD:+0.0057|JPY:+0.0051|AUD:+0.0047|CAD:+0.0039|g:6259:0.84647000:0.84863001:0.84214997,momentum,continuation,support,bearish,6273,6274,2024-09-24 06:00:00+00:00,2024-09-24 07:00:00+00:00,0.8486300110816956,0.8487997370839119,0.8487997370839119,0.8479189967480867,4.1892,1443.3994,1443.3994,14.434,72169.9716,-14.434,-0.00019999999999997675,-0.01,-1.0,margin_stop,4.1891891891891895
157,GBPJPY=X,long,alexg5|GBPJPY|NZD>USD|bullish|continuation|resistance|momentum|NZD:+0.0123|CAD:+0.0071|AUD:+0.0066|CHF:+0.0052|g:6303:192.41999817:191.96999359:193.32000732,momentum,continuation,resistance,bullish,6307,6308,2024-09-25 05:00:00+00:00,2024-09-25 06:00:00+00:00,191.9699935913086,192.13187099130985,191.93159959259035,192.13187099130985,4.2162,1428.9654,1428.9654,14.2897,71448.2719,60.2483,0.0008432432432429285,0.04216216216214643,4.216216216214643,take_profit,4.216216216216217
158,USDCAD=X,long,alexg5|USDCAD|USD>NZD|bullish|bounce|support|rejection|USD:+0.0023|GBP:+0.0013|CHF:+0.0003|AUD:-0.0013|g:6370:1.34700000:1.34614998:1.34870005,rejection,bounce,support,bullish,6371,6372,2024-09-26 10:00:00+00:00,2024-09-26 11:00:00+00:00,1.346149981021881,1.3458807510256767,1.3458807510256767,1.347262326006199,4.1316,1489.2137,1489.2137,14.8921,74460.6855,-14.8921,-0.00020000000000000185,-0.01,-1.0,margin_stop,4.131578947368421
159,USDCHF=X,long,alexg5|USDCHF|AUD>EUR|bullish|bounce|support|bullish_engulfing|AUD:+0.0021|USD:+0.0012|GBP:+0.0005|NZD:+0.0001|g:6327:0.84871000:0.84801501:0.85009998,bullish_engulfing,bounce,support,bullish,6328,6329,2024-09-26 13:00:00+00:00,2024-09-26 14:00:00+00:00,0.8480150103569031,0.8478454073548317,0.8478454073548317,0.8487202017865683,4.1579,1474.3216,1474.3216,14.7432,73716.0787,-14.7432,-0.00019999999999997716,-0.01,-1.0,margin_stop,4.157894736842105
160,EURGBP=X,long,alexg5|EURGBP|CAD>NZD|bullish|bounce|support|bullish_engulfing|CAD:+0.0033|USD:+0.0020|EUR:-0.0002|CHF:-0.0003|g:6433:0.83288002:0.83237004:0.83389997,bullish_engulfing,bounce,support,bullish,6436,6437,2024-10-02 12:00:00+00:00,2024-10-02 13:00:00+00:00,0.8323700428009033,0.8330666050998788,0.8322035687923431,0.8330666050998788,4.1842,1459.5784,1459.5784,14.5958,72978.9179,61.0718,0.0008368421052631939,0.04184210526315969,4.18421052631597,take_profit,4.184210526315789
161,EURJPY=X,long,alexg5|EURJPY|GBP>JPY|bullish|continuation|resistance|momentum|GBP:+0.0070|USD:+0.0057|EUR:+0.0054|AUD:-0.0003|g:6446:162.25999451:161.64598846:163.48800659,momentum,continuation,resistance,bullish,6451,6452,2024-10-03 05:00:00+00:00,2024-10-03 06:00:00+00:00,161.64598846435547,161.6136592666626,161.6136592666626,161.7786210702749,4.1026,1520.6502,1520.6502,15.2065,76032.5094,-15.2065,-0.0001999999999999322,-0.01,-1.0,margin_stop,4.102564102564103
162,AUDUSD=X,short,alexg5|AUDUSD|USD>JPY|bearish|continuation|support|three_black_crows|USD:+0.0067|GBP:+0.0059|EUR:+0.0049|CAD:-0.0026|g:6483:0.68624759:0.68761738:0.68017036,three_black_crows,continuation,support,bearish,6485,6486,2024-10-03 06:00:00+00:00,2024-10-03 07:00:00+00:00,0.6876173808574676,0.687049655737888,0.6877549043336391,0.687049655737888,4.1282,1505.4437,1505.4437,15.0544,75272.1844,62.1478,0.0008256410256407814,0.04128205128203907,4.128205128203907,take_profit,4.128205128205128
163,EURJPY=X,long,alexg5|EURJPY|AUD>CHF|bullish|continuation|resistance|momentum|AUD:+0.0031|GBP:+0.0019|USD:+0.0017|EUR:+0.0004|g:6546:163.05000305:162.83100128:163.48800659,momentum,continuation,resistance,bullish,6547,6548,2024-10-09 06:00:00+00:00,2024-10-09 07:00:00+00:00,162.83100128173828,162.79843508148193,162.79843508148193,162.96289439277652,4.05,1567.5915,1567.5915,15.6759,78379.5745,-15.6759,-0.0002000000000000433,-0.01,-1.0,margin_stop,4.05
164,GBPJPY=X,long,alexg5|GBPJPY|AUD>CHF|bullish|continuation|resistance|momentum|AUD:+0.0031|GBP:+0.0019|USD:+0.0017|EUR:+0.0004|g:6545:194.54600525:194.23450470:195.16900635,momentum,continuation,resistance,bullish,6546,6547,2024-10-09 06:00:00+00:00,2024-10-09 07:00:00+00:00,194.23450469970703,194.1956577987671,194.1956577987671,194.3918346485138,4.05,1551.9156,1567.5915,15.5192,77595.7788,-15.5192,-0.00020000000000001522,-0.01,-1.0,margin_stop,4.05
165,USDJPY=X,long,alexg5|USDJPY|AUD>CHF|bullish|continuation|resistance|momentum|AUD:+0.0031|GBP:+0.0019|USD:+0.0017|EUR:+0.0004|g:6506:148.59399414:148.33448792:149.11300659,momentum,continuation,resistance,bullish,6508,6509,2024-10-09 07:00:00+00:00,2024-10-09 08:00:00+00:00,148.33448791503906,148.4561221951294,148.30482101745605,148.4561221951294,4.1,1536.3964,1536.3964,15.364,76819.821,62.9923,0.0008200000000001049,0.04100000000000525,4.100000000000525,take_profit,4.1000000000000005
166,NZDUSD=X,long,alexg5|NZDUSD|CHF>CAD|bullish|continuation|resistance|momentum|CHF:+0.0040|NZD:+0.0037|AUD:+0.0021|JPY:+0.0016|g:6620:0.61016536:0.60873718:0.61440158,momentum,continuation,resistance,bullish,6624,6625,2024-10-11 11:00:00+00:00,2024-10-11 12:00:00+00:00,0.6087371780872345,0.6092271372793534,0.608615430651617,0.6092271372793534,4.0244,1599.3887,1599.3887,15.9939,79969.4337,64.3656,0.0008048780487803606,0.040243902439018035,4.024390243901803,take_profit,4.024390243902439
