id,symbol,side,pattern,signal,setup,aoi_kind,trend,entry_index,exit_index,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,planned_rr,entry_cash,entry_equity,margin,notional,pnl,pnl_pct,account_pct,margin_return_pct,exit_reason,score
254,USDJPY=X,long,alexg5|USDJPY|USD>AUD|bullish|continuation|resistance|momentum|USD:+0.0187|JPY:+0.0036|CHF:+0.0017|EUR:+0.0003|g:9495:146.71699524:145.70728691:149.99099731,momentum,continuation,resistance,bullish,9500,9501,2025-04-06 23:00:00+00:00,2025-04-07 00:00:00+00:00,145.70728691101075,145.67814545362856,145.67814545362856,145.82815229982543,4.1475,1777.8392,1777.8392,17.7784,88891.961,-17.7784,-0.00019999999999995306,-0.010000000000000002,-1.0,margin_stop,4.147540983606557
255,USDJPY=X,long,alexg5|USDJPY|USD>GBP|bullish|continuation|resistance|momentum|USD:+0.0082|EUR:+0.0006|JPY:-0.0042|CAD:-0.0045|g:9513:146.97999573:146.75399017:147.43200684,momentum,continuation,resistance,bullish,9514,9515,2025-04-07 13:00:00+00:00,2025-04-07 14:00:00+00:00,146.75399017333984,146.87620497171372,146.72463937530517,146.87620497171372,4.1639,1760.0608,1760.0608,17.6006,88003.0413,73.2878,0.0008327868852459814,0.04163934426229907,4.163934426229907,take_profit,4.163934426229508
256,NZDUSD=X,long,alexg5|NZDUSD|AUD>JPY|bullish|continuation|resistance|momentum|AUD:+0.0074|NZD:+0.0066|EUR:+0.0065|CAD:+0.0039|g:9639:0.56075811:0.55946290:0.56334853,momentum,continuation,resistance,bullish,9640,9641,2025-04-08 05:00:00+00:00,2025-04-08 06:00:00+00:00,0.5594629049301147,0.5599231082873958,0.5593510123491288,0.5599231082873958,4.1129,1833.3486,1833.3486,18.3335,91667.4303,75.4039,0.0008225806451609454,0.041129032258047274,4.112903225804727,take_profit,4.112903225806452
257,GBPJPY=X,short,alexg5|GBPJPY|NZD>USD|bearish|continuation|support|momentum|NZD:+0.0086|JPY:+0.0085|CHF:+0.0068|AUD:+0.0056|g:9594:187.15100098:187.37450409:186.70399475,momentum,continuation,support,bearish,9595,9596,2025-04-08 17:00:00+00:00,2025-04-08 18:00:00+00:00,187.37450408935547,187.41197899017334,187.41197899017334,187.2222251273019,4.0635,1908.7525,1908.7525,19.0875,95437.623,-19.0875,-0.00019999999999999223,-0.010000000000000002,-1.0,margin_stop,4.063492063492063
258,GBPUSD=X,short,alexg5|GBPUSD|CAD>GBP|bearish|bounce|resistance|rejection|CAD:+0.0058|CHF:+0.0041|JPY:+0.0034|NZD:+0.0004|g:9587:1.27761233:1.28081899:1.27110028,rejection,bounce,resistance,bearish,9593,9594,2025-04-08 18:00:00+00:00,2025-04-08 19:00:00+00:00,1.280818985581398,1.2797739999328441,1.2810751493785144,1.2797739999328441,4.0794,1889.6649,1889.6649,18.8966,94483.2467,77.0863,0.0008158730158731868,0.04079365079365933,4.0793650793659335,take_profit,4.07936507936508
259,GBPUSD=X,long,alexg5|GBPUSD|CHF>AUD|bullish|continuation|resistance|momentum|CHF:+0.0190|JPY:+0.0098|EUR:+0.0016|CAD:-0.0015|g:9607:1.28246236:1.27765345:1.29664683,momentum,continuation,resistance,bullish,9610,9611,2025-04-09 11:00:00+00:00,2025-04-09 12:00:00+00:00,1.2776534469127656,1.278683555004339,1.277397916223383,1.278683555004339,4.0312,1966.7513,1966.7513,19.6675,98337.5633,79.2847,0.0008062499999999348,0.04031249999999675,4.031249999999674,take_profit,4.03125
260,EURJPY=X,short,alexg5|EURJPY|CHF>GBP|bearish|continuation|support|momentum|CHF:+0.0163|JPY:+0.0124|EUR:+0.0042|CAD:-0.0020|g:9614:159.63000488:159.93850708:159.01300049,momentum,continuation,support,bearish,9615,9616,2025-04-09 12:00:00+00:00,2025-04-09 13:00:00+00:00,159.93850708007812,159.97049478149412,159.97049478149412,159.81104839289745,3.9846,2046.0359,2046.0359,20.4604,102301.7963,-20.4604,-0.00019999999999990192,-0.01,-1.0,margin_stop,3.9846153846153847
261,USDCAD=X,short,alexg5|USDCAD|CHF>GBP|bearish|continuation|support|momentum|CHF:+0.0190|JPY:+0.0131|EUR:+0.0047|CAD:+0.0013|g:9679:1.41448998:1.42046447:1.40230000,momentum,continuation,support,bearish,9681,9682,2025-04-09 15:00:00+00:00,2025-04-09 16:00:00+00:00,1.420464468240738,1.4193280966661457,1.420748561134386,1.4193280966661457,4.0,2025.5756,2025.5756,20.2558,101278.7784,81.023,0.0007999999999997477,0.03999999999998739,3.9999999999987392,take_profit,4.0
262,GBPJPY=X,short,alexg5|GBPJPY|CHF>USD|bearish|continuation|support|momentum|CHF:+0.0399|NZD:+0.0203|EUR:+0.0175|CAD:+0.0117|g:9657:186.64100647:187.10800934:185.70700073,momentum,continuation,support,bearish,9660,9661,2025-04-11 10:00:00+00:00,2025-04-11 11:00:00+00:00,187.1080093383789,186.96002391281132,187.14543094024657,186.96002391281132,3.9545,2106.5986,2106.5986,21.066,105329.9295,83.3064,0.0007909090909088571,0.03954545454544285,3.9545454545442853,take_profit,3.954545454545454
263,GBPUSD=X,long,alexg5|GBPUSD|AUD>USD|bullish|continuation|resistance|momentum|AUD:+0.0217|NZD:+0.0196|CAD:+0.0100|GBP:+0.0059|g:9676:1.31691575:1.31467968:1.32138789,momentum,continuation,resistance,bullish,9682,9683,2025-04-14 12:00:00+00:00,2025-04-14 13:00:00+00:00,1.3146796822547913,1.3144167463183403,1.3144167463183403,1.3157078794988235,3.9104,2189.905,2189.905,21.899,109495.2494,-21.899,-0.00020000000000002568,-0.01,-1.0,margin_stop,3.91044776119403
264,EURUSD=X,short,alexg5|EURUSD|NZD>CHF|bearish|continuation|support|momentum|NZD:+0.0083|AUD:+0.0071|GBP:+0.0058|USD:+0.0001|g:9709:1.12905049:1.13095617:1.12523913,momentum,continuation,support,bearish,9718,9719,2025-04-16 00:00:00+00:00,2025-04-16 01:00:00+00:00,1.1309561729431152,1.131182364177704,1.131182364177704,1.1300682879476402,3.9254,2168.0059,2168.0059,21.6801,108400.297,-21.6801,-0.0002000000000000402,-0.01,-1.0,margin_stop,3.925373134328358
265,GBPJPY=X,short,alexg5|GBPJPY|CHF>USD|bearish|continuation|support|momentum|CHF:+0.0129|CAD:+0.0070|EUR:+0.0067|NZD:+0.0061|g:9741:187.73699951:188.31999969:186.57099915,momentum,continuation,support,bearish,9745,9746,2025-04-17 00:00:00+00:00,2025-04-17 01:00:00+00:00,188.31999969482422,188.35766369476318,188.35766369476318,188.17159229207968,3.9403,2146.3259,2146.3259,21.4633,107316.294,-21.4633,-0.00019999999999995702,-0.01,-1.0,margin_stop,3.940298507462687
266,AUDUSD=X,short,alexg5|AUDUSD|CAD>GBP|bearish|continuation|support|momentum|CAD:+0.0032|EUR:+0.0030|USD:+0.0006|JPY:+0.0005|g:9815:0.63414758:0.63530555:0.63183165,momentum,continuation,support,bearish,9818,9819,2025-04-17 07:00:00+00:00,2025-04-17 08:00:00+00:00,0.6353055536746979,0.6354326147854328,0.6354326147854328,0.634802998535224,3.9552,2124.8626,2124.8626,21.2486,106243.131,-21.2486,-0.00019999999999994575,-0.01,-1.0,margin_stop,3.955223880597015
267,USDCHF=X,short,alexg5|USDCHF|JPY>USD|bearish|continuation|support|momentum|JPY:+0.0028|NZD:+0.0023|CHF:+0.0014|AUD:+0.0013|g:9793:0.80756998:0.80939996:0.80391002,momentum,continuation,support,bearish,9795,9796,2025-04-22 05:00:00+00:00,2025-04-22 06:00:00+00:00,0.8093999624252319,0.809561842417717,0.809561842417717,0.8087572746938733,3.9701,2103.614,2103.614,21.0361,105180.6997,-21.0361,-0.0002000000000000292,-0.01,-1.0,margin_stop,3.970149253731343
268,USDCAD=X,short,alexg5|USDCAD|NZD>USD|bearish|continuation|support|momentum|NZD:+0.0047|AUD:+0.0042|GBP:+0.0009|JPY:+0.0006|g:9881:1.38170004:1.38375008:1.37759995,momentum,continuation,support,bearish,9888,9889,2025-04-22 09:00:00+00:00,2025-04-22 10:00:00+00:00,1.383750081062317,1.3840268310785293,1.3840268310785293,1.3826472115947241,3.9851,2082.5779,2082.5779,20.8258,104128.8927,-20.8258,-0.00019999999999996328,-0.01,-1.0,margin_stop,3.985074626865672
269,USDJPY=X,long,alexg5|USDJPY|USD>CHF|bullish|continuation|resistance|momentum|USD:+0.0082|GBP:+0.0003|EUR:-0.0022|AUD:-0.0043|g:9801:143.01899719:142.73149872:143.59399414,momentum,continuation,resistance,bullish,9810,9811,2025-04-24 01:00:00+00:00,2025-04-24 02:00:00+00:00,142.73149871826172,142.70295241851807,142.70295241851807,142.84568391723633,4.0,2061.7521,2061.7521,20.6175,103087.6038,-20.6175,-0.00020000000000000128,-0.01,-1.0,margin_stop,4.0
270,USDCHF=X,short,alexg5|USDCHF|CHF>USD|bearish|continuation|support|momentum|CHF:+0.0090|JPY:+0.0039|AUD:+0.0028|CAD:+0.0025|g:9920:0.82274002:0.82426503:0.81968999,momentum,continuation,support,bearish,9921,9922,2025-04-29 13:00:00+00:00,2025-04-29 14:00:00+00:00,0.8242650330066681,0.8244298860132694,0.8244298860132694,0.823603160487627,4.0149,2041.1346,2041.1346,20.4113,102056.7278,-20.4113,-0.00019999999999995366,-0.01,-1.0,margin_stop,4.014925373134329
271,EURUSD=X,long,alexg5|EURUSD|CHF>USD|bullish|continuation|resistance|momentum|CHF:+0.0090|JPY:+0.0039|AUD:+0.0028|CAD:+0.0025|g:9944:1.14155257:1.13638544:1.15754139,momentum,continuation,resistance,bullish,9957,9958,2025-04-30 01:00:00+00:00,2025-04-30 02:00:00+00:00,1.1363854364156722,1.1361581593283892,1.1361581593283892,1.1373013291554699,4.0299,2020.7232,2020.7232,20.2072,101036.1605,-20.2072,-0.0001999999999999656,-0.01,-1.0,margin_stop,4.029850746268656
272,AUDUSD=X,short,alexg5|AUDUSD|CHF>NZD|bearish|continuation|support|momentum|CHF:+0.0068|JPY:+0.0042|CAD:+0.0004|GBP:+0.0001|g:10014:0.63954979:0.64046746:0.63771445,momentum,continuation,support,bearish,10026,10027,2025-04-30 01:00:00+00:00,2025-04-30 02:00:00+00:00,0.6404674649238586,0.6399512672655621,0.6405955584168433,0.6399512672655621,4.0299,2000.516,2020.7232,20.0052,100025.7989,80.6178,0.0008059701492533233,0.04029850746266616,4.029850746266616,take_profit,4.029850746268656
273,EURJPY=X,short,alexg5|EURJPY|JPY>AUD|bearish|continuation|support|momentum|JPY:+0.0025|USD:+0.0017|CAD:-0.0004|GBP:-0.0009|g:9952:161.96000671:162.32000732:161.24000549,momentum,continuation,support,bearish,9966,9967,2025-04-30 06:00:00+00:00,2025-04-30 07:00:00+00:00,162.32000732421875,162.35247132568358,162.35247132568358,162.19015131835943,4.0,2081.1338,2081.1338,20.8113,104056.6893,-20.8113,-0.00019999999999992127,-0.01,-1.0,margin_stop,4.0
274,GBPUSD=X,short,alexg5|GBPUSD|AUD>GBP|bearish|continuation|support|momentum|AUD:+0.0056|CHF:+0.0024|EUR:+0.0020|NZD:+0.0015|g:10014:1.32885075:1.33149779:1.32355666,momentum,continuation,support,bearish,10017,10018,2025-05-02 13:00:00+00:00,2025-05-02 14:00:00+00:00,1.3314977884292603,1.3317640879869461,1.3317640879869461,1.330428674028551,4.0147,2060.3224,2060.3224,20.6032,103016.1224,-20.6032,-0.00020000000000001148,-0.01,-1.0,margin_stop,4.014705882352941
275,NZDUSD=X,long,alexg5|NZDUSD|AUD>USD|bullish|continuation|resistance|momentum|AUD:+0.0112|NZD:+0.0101|JPY:+0.0062|CHF:+0.0032|g:10096:0.59865898:0.59785041:0.60027611,momentum,continuation,resistance,bullish,10101,10102,2025-05-05 14:00:00+00:00,2025-05-05 15:00:00+00:00,0.5978504121303558,0.5977308420479298,0.5977308420479298,0.5983322092271901,4.0294,2039.7192,2039.7192,20.3972,101985.9612,-20.3972,-0.00019999999999992067,-0.01,-1.0,margin_stop,4.029411764705882
276,NZDUSD=X,short,alexg5|NZDUSD|JPY>EUR|bearish|continuation|support|momentum|JPY:+0.0055|AUD:+0.0005|USD:+0.0001|NZD:+0.0000|g:10111:0.59502560:0.59707581:0.59021425,momentum,continuation,support,bearish,10114,10115,2025-05-06 03:00:00+00:00,2025-05-06 04:00:00+00:00,0.5970758123993873,0.5971952275618672,0.5971952275618672,0.5965928834334763,4.0441,2019.322,2019.322,20.1932,100966.1016,-20.1932,-0.00019999999999990205,-0.01,-1.0,margin_stop,4.044117647058823
277,GBPJPY=X,short,alexg5|GBPJPY|JPY>USD|bearish|continuation|support|three_black_crows|JPY:+0.0070|NZD:+0.0064|AUD:+0.0037|CAD:+0.0030|g:10071:190.47799683:190.89847055:189.29400635,three_black_crows,continuation,support,bearish,10076,10077,2025-05-06 22:00:00+00:00,2025-05-06 23:00:00+00:00,190.8984705505371,190.9366502446472,190.9366502446472,190.74350590973722,4.0588,1999.1288,1999.1288,19.9913,99956.4405,-19.9913,-0.00020000000000002874,-0.01,-1.0,margin_stop,4.0588235294117645
278,AUDUSD=X,short,alexg5|AUDUSD|USD>CHF|bearish|continuation|support|momentum|USD:+0.0033|GBP:+0.0019|AUD:-0.0019|EUR:-0.0020|g:10201:0.64016795:0.64139470:0.63771445,momentum,continuation,support,bearish,10205,10206,2025-05-09 13:00:00+00:00,2025-05-09 14:00:00+00:00,0.641394704580307,0.6415229835212231,0.6415229835212231,0.6408721565415755,4.0735,1979.1375,1979.1375,19.7914,98956.8761,-19.7914,-0.0001999999999999806,-0.01,-1.0,margin_stop,4.073529411764706
279,USDCHF=X,short,alexg5|USDCHF|AUD>USD|bearish|continuation|support|momentum|AUD:+0.0167|NZD:+0.0137|CHF:+0.0068|GBP:+0.0046|g:10165:0.83950001:0.84182951:0.82984000,momentum,continuation,support,bearish,10186,10187,2025-05-14 16:00:00+00:00,2025-05-14 17:00:00+00:00,0.8418295069336891,0.8411411875133141,0.8419978728350758,0.8411411875133141,4.0882,1959.3461,1959.3461,19.5935,97967.3074,80.1027,0.0008176470588232408,0.040882352941162034,4.0882352941162035,take_profit,4.088235294117647
280,USDJPY=X,short,alexg5|USDJPY|JPY>AUD|bearish|continuation|support|momentum|JPY:+0.0097|CHF:+0.0026|EUR:-0.0003|USD:-0.0008|g:10170:145.53399658:145.89099121:144.82000732,momentum,continuation,support,bearish,10171,10172,2025-05-15 07:00:00+00:00,2025-05-15 08:00:00+00:00,145.8909912109375,145.9201694091797,145.9201694091797,145.77300980065385,4.0435,2039.4488,2039.4488,20.3945,101972.4414,-20.3945,-0.00020000000000003335,-0.01,-1.0,margin_stop,4.043478260869565
281,GBPUSD=X,short,alexg5|GBPUSD|USD>NZD|bearish|continuation|support|momentum|USD:+0.0050|JPY:+0.0032|EUR:-0.0017|CHF:-0.0023|g:10229:1.32684076:1.32961953:1.32128322,momentum,continuation,support,bearish,10230,10231,2025-05-15 12:00:00+00:00,2025-05-15 13:00:00+00:00,1.3296195268630981,1.3298854507684708,1.3298854507684708,1.3285404153630354,4.058,2019.0543,2019.0543,20.1905,100952.717,-20.1905,-0.00019999999999999386,-0.01,-1.0,margin_stop,4.057971014492753
282,EURUSD=X,short,alexg5|EURUSD|NZD>CHF|bearish|continuation|support|momentum|NZD:+0.0014|CAD:+0.0012|USD:+0.0008|JPY:+0.0006|g:10256:1.11569786:1.11977559:1.10754240,momentum,continuation,support,bearish,10265,10266,2025-05-19 00:00:00+00:00,2025-05-19 01:00:00+00:00,1.1197755932807922,1.1199995483994483,1.1199995483994483,1.1188635441743815,4.0725,1998.8638,1998.8638,19.9886,99943.1898,-19.9886,-0.00019999999999988292,-0.01,-1.0,margin_stop,4.072463768115942
283,EURJPY=X,short,alexg5|EURJPY|JPY>NZD|bearish|continuation|support|momentum|JPY:+0.0071|CHF:+0.0045|USD:+0.0010|CAD:-0.0019|g:10237:162.91400146:163.35891315:161.79200745,momentum,continuation,support,bearish,10278,10279,2025-05-19 09:00:00+00:00,2025-05-19 10:00:00+00:00,163.35891314697267,163.22538499187863,163.39158492960206,163.22538499187863,4.087,1978.8752,1978.8752,19.7888,98943.7579,80.8758,0.0008173913043477869,0.04086956521738935,4.0869565217389345,take_profit,4.086956521739131
284,NZDUSD=X,long,alexg5|NZDUSD|EUR>USD|bullish|continuation|resistance|momentum|EUR:+0.0038|GBP:+0.0034|AUD:+0.0028|CHF:+0.0007|g:10334:0.59143603:0.58992422:0.59445965,momentum,continuation,resistance,bullish,10361,10362,2025-05-20 12:00:00+00:00,2025-05-20 13:00:00+00:00,0.5899242162704468,0.5904012121367455,0.5898062314271927,0.5904012121367455,4.0429,2059.7509,2059.7509,20.5975,102987.5463,83.2728,0.0008085714285714353,0.040428571428571765,4.042857142857176,take_profit,4.042857142857143
285,NZDUSD=X,long,alexg5|NZDUSD|CHF>USD|bullish|continuation|resistance|momentum|CHF:+0.0139|CAD:+0.0049|NZD:+0.0042|EUR:+0.0040|g:10376:0.59499019:0.59396002:0.59705055,momentum,continuation,resistance,bullish,10380,10381,2025-05-21 07:00:00+00:00,2025-05-21 08:00:00+00:00,0.5939600169658661,0.5938412249624729,0.5938412249624729,0.5944351849794387,4.0,2143.0237,2143.0237,21.4302,107151.1857,-21.4302,-0.0001999999999999665,-0.01,-1.0,margin_stop,4.0
286,GBPJPY=X,short,alexg5|GBPJPY|CHF>USD|bearish|continuation|support|momentum|CHF:+0.0146|CAD:+0.0049|JPY:+0.0043|NZD:+0.0037|g:10318:193.11399841:193.49900055:192.34399414,momentum,continuation,support,bearish,10338,10339,2025-05-21 22:00:00+00:00,2025-05-21 23:00:00+00:00,193.4990005493164,193.34365628126974,193.53770034942627,193.34365628126974,4.0141,2121.5935,2121.5935,21.2159,106079.6738,85.1626,0.0008028169014085922,0.04014084507042961,4.014084507042961,take_profit,4.014084507042254
287,EURUSD=X,short,alexg5|EURUSD|JPY>EUR|bearish|continuation|support|momentum|JPY:+0.0063|CAD:+0.0014|AUD:-0.0004|USD:-0.0004|g:10345:1.13058221:1.13478887:1.11856818,momentum,continuation,support,bearish,10368,10369,2025-05-23 07:00:00+00:00,2025-05-23 08:00:00+00:00,1.1347888721227646,1.1338873454076894,1.135015829897189,1.1338873454076894,3.9722,2206.756,2206.756,22.0676,110337.8016,87.6573,0.0007944444444443071,0.039722222222215366,3.972222222221536,take_profit,3.972222222222222
288,GBPJPY=X,short,alexg5|GBPJPY|CHF>AUD|bearish|continuation|support|momentum|CHF:+0.0024|JPY:+0.0014|NZD:+0.0014|GBP:+0.0008|g:10411:193.24400330:193.58000183:192.57200623,momentum,continuation,support,bearish,10415,10416,2025-05-27 04:00:00+00:00,2025-05-27 05:00:00+00:00,193.5800018310547,193.6187178314209,193.6187178314209,193.42778961043686,3.9315,2294.4133,2294.4133,22.9441,114720.6642,-22.9441,-0.00019999999999998215,-0.01,-1.0,margin_stop,3.931506849315068
289,GBPUSD=X,long,alexg5|GBPUSD|GBP>JPY|bullish|bounce|support|rejection|GBP:+0.0025|NZD:+0.0021|EUR:+0.0018|CHF:+0.0006|g:10404:1.35650241:1.35511029:1.35928667,rejection,bounce,support,bullish,10413,10414,2025-05-27 05:00:00+00:00,2025-05-27 06:00:00+00:00,1.3551102876663208,1.3548392656087875,1.3548392656087875,1.3561795253727533,3.9452,2271.4692,2271.4692,22.7147,113573.4576,-22.7147,-0.00020000000000000104,-0.01,-1.0,margin_stop,3.945205479452055
290,NZDUSD=X,long,alexg5|NZDUSD|CHF>USD|bullish|continuation|resistance|momentum|CHF:+0.0121|JPY:+0.0102|NZD:+0.0077|EUR:+0.0036|g:10545:0.59805036:0.59670308:0.60074490,momentum,continuation,resistance,bullish,10547,10548,2025-05-30 07:00:00+00:00,2025-05-30 08:00:00+00:00,0.5967030823230743,0.5965837417066098,0.5965837417066098,0.5971755403800368,3.9589,2248.7545,2248.7545,22.4875,112437.723,-22.4875,-0.0001999999999999238,-0.01,-1.0,margin_stop,3.9589041095890414
291,EURJPY=X,short,alexg5|EURJPY|JPY>AUD|bearish|continuation|support|momentum|JPY:+0.0046|CAD:+0.0017|USD:+0.0012|CHF:+0.0004|g:10497:162.94599915:163.21250153:162.41299438,momentum,continuation,support,bearish,10498,10499,2025-05-30 14:00:00+00:00,2025-05-30 15:00:00+00:00,163.2125015258789,163.24514402618408,163.24514402618408,163.08282583973508,3.9726,2226.2669,2226.2669,22.2627,111313.3458,-22.2627,-0.00019999999999997965,-0.01,-1.0,margin_stop,3.9726027397260273
292,GBPJPY=X,short,alexg5|GBPJPY|CHF>USD|bearish|continuation|support|momentum|CHF:+0.0128|JPY:+0.0074|EUR:+0.0068|AUD:+0.0035|g:10482:194.05400085:194.48000336:193.20199585,momentum,continuation,support,bearish,10497,10498,2025-05-30 14:00:00+00:00,2025-05-30 15:00:00+00:00,194.4800033569336,194.51889935760497,194.51889935760497,194.32548499810213,3.9726,2204.0042,2226.2669,22.04,110200.2123,-22.04,-0.0001999999999999226,-0.01,-1.0,margin_stop,3.9726027397260273
293,EURUSD=X,long,alexg5|EURUSD|CAD>AUD|bullish|bounce|support|bullish_engulfing|CAD:+0.0043|CHF:+0.0035|JPY:+0.0009|EUR:-0.0001|g:10494:1.13571835:1.13539571:1.13636363,bullish_engulfing,bounce,support,bullish,10495,10496,2025-05-30 15:00:00+00:00,2025-05-30 16:00:00+00:00,1.1353957056999207,1.1351686265587806,1.1351686265587806,1.136304022264481,4.0,2181.9642,2181.9642,21.8196,109098.2102,-21.8196,-0.00020000000000006945,-0.01,-1.0,margin_stop,4.0
294,GBPJPY=X,short,alexg5|GBPJPY|NZD>USD|bearish|continuation|support|momentum|NZD:+0.0107|AUD:+0.0101|CAD:+0.0089|CHF:+0.0070|g:10516:193.22799683:193.77022385:191.88800049,momentum,continuation,support,bearish,10531,10532,2025-06-03 01:00:00+00:00,2025-06-03 02:00:00+00:00,193.77022384643556,193.61467679003277,193.80897789120485,193.61467679003277,4.0137,2160.1446,2160.1446,21.6014,108007.2281,86.7017,0.0008027397260275331,0.040136986301376666,4.013698630137666,take_profit,4.013698630136987
295,AUDUSD=X,long,alexg5|AUDUSD|CHF>USD|bullish|bounce|support|rejection|CHF:+0.0033|EUR:+0.0023|NZD:+0.0022|JPY:+0.0010|g:10601:0.64657962:0.64630976:0.64711934,rejection,bounce,support,bullish,10602,10603,2025-06-03 06:00:00+00:00,2025-06-03 07:00:00+00:00,0.6463097631931305,0.6461805012404919,0.6461805012404919,0.6468233174373975,3.973,2246.8463,2246.8463,22.4685,112342.3127,-22.4685,-0.00020000000000000028,-0.01,-1.0,margin_stop,3.972972972972973
296,NZDUSD=X,long,alexg5|NZDUSD|CHF>USD|bullish|bounce|support|rejection|CHF:+0.0033|EUR:+0.0023|NZD:+0.0022|JPY:+0.0010|g:10592:0.60121447:0.60016260:0.60331821,rejection,bounce,support,bullish,10593,10594,2025-06-03 06:00:00+00:00,2025-06-03 07:00:00+00:00,0.6001625955104828,0.6000425629913807,0.6000425629913807,0.6006394814647532,3.973,2224.3778,2246.8463,22.2438,111218.8896,-22.2438,-0.00019999999999998372,-0.01,-1.0,margin_stop,3.972972972972973
297,NZDUSD=X,short,alexg5|NZDUSD|GBP>CHF|bearish|continuation|support|momentum|GBP:+0.0039|USD:+0.0038|CAD:+0.0008|EUR:-0.0018|g:10615:0.59980810:0.60141695:0.59424764,momentum,continuation,support,bearish,10618,10619,2025-06-04 07:00:00+00:00,2025-06-04 08:00:00+00:00,0.6014169520139694,0.6015372354043722,0.6015372354043722,0.6009358184523581,4.0,2202.134,2202.134,22.0213,110106.7007,-22.0213,-0.0002000000000000434,-0.01,-1.0,margin_stop,4.0
298,NZDUSD=X,long,alexg5|NZDUSD|CHF>USD|bullish|continuation|resistance|momentum|CHF:+0.0083|AUD:+0.0067|JPY:+0.0063|NZD:+0.0063|g:10627:0.60390121:0.60304174:0.60562015,momentum,continuation,resistance,bullish,10631,10632,2025-06-04 20:00:00+00:00,2025-06-04 21:00:00+00:00,0.6030417382717133,0.6029211299240589,0.6029211299240589,0.6035258015048666,4.0135,2180.1127,2180.1127,21.8011,109005.6337,-21.8011,-0.0002000000000000483,-0.01,-1.0,margin_stop,4.013513513513513
299,USDCHF=X,long,alexg5|USDCHF|AUD>JPY|bullish|bounce|support|rejection|AUD:+0.0025|USD:+0.0013|GBP:+0.0009|NZD:+0.0003|g:10599:0.82119000:0.82013500:0.82330000,rejection,bounce,support,bullish,10602,10603,2025-06-09 06:00:00+00:00,2025-06-09 07:00:00+00:00,0.8201349973678589,0.8199709703683853,0.8199709703683853,0.8207955385279012,4.027,2158.3115,2158.3115,21.5831,107915.5774,-21.5831,-0.00020000000000003292,-0.01,-1.0,margin_stop,4.027027027027027
300,GBPJPY=X,long,alexg5|GBPJPY|USD>JPY|bullish|continuation|resistance|momentum|USD:+0.0042|EUR:+0.0011|GBP:+0.0008|CAD:-0.0019|g:10614:195.76300049:195.49500275:196.29899597,momentum,continuation,resistance,bullish,10632,10633,2025-06-09 07:00:00+00:00,2025-06-09 08:00:00+00:00,195.49500274658203,195.45590374603273,195.45590374603273,195.6529838433961,4.0405,2136.7284,2136.7284,21.3673,106836.4216,-21.3673,-0.00019999999999991346,-0.01,-1.0,margin_stop,4.04054054054054
301,NZDUSD=X,long,alexg5|NZDUSD|NZD>USD|bullish|continuation|resistance|momentum|NZD:+0.0071|AUD:+0.0061|CHF:+0.0034|JPY:+0.0018|g:10697:0.60576689:0.60458806:0.60812455,momentum,continuation,resistance,bullish,10703,10704,2025-06-09 21:00:00+00:00,2025-06-09 22:00:00+00:00,0.6045880615711212,0.6050782681075304,0.604467143958807,0.6050782681075304,4.0541,2115.3611,2115.3611,21.1536,105768.0574,85.7579,0.0008108108108110931,0.040540540540554657,4.054054054055466,take_profit,4.054054054054054
302,EURGBP=X,short,alexg5|EURGBP|AUD>CHF|bearish|continuation|support|momentum|AUD:+0.0015|NZD:+0.0013|USD:+0.0010|GBP:+0.0002|g:10654:0.84196001:0.84315197:0.83819997,momentum,continuation,support,bearish,10658,10659,2025-06-10 06:00:00+00:00,2025-06-10 07:00:00+00:00,0.843151971399784,0.843320601794064,0.843320601794064,0.8424752014174072,4.0133,2201.119,2201.119,22.0112,110055.9516,-22.0112,-0.00019999999999998597,-0.01,-1.0,margin_stop,4.013333333333334
303,AUDUSD=X,short,alexg5|AUDUSD|CHF>AUD|bearish|continuation|support|momentum|CHF:+0.0092|EUR:+0.0050|JPY:+0.0040|CAD:+0.0006|g:10770:0.64838648:0.64989498:0.64536947,momentum,continuation,support,bearish,10771,10772,2025-06-12 08:00:00+00:00,2025-06-12 09:00:00+00:00,0.6498949825763702,0.6500249615728855,0.6500249615728855,0.6493716004837355,4.0267,2179.1078,2179.1078,21.7911,108955.3921,-21.7911,-0.00019999999999993878,-0.01,-1.0,margin_stop,4.026666666666666
304,GBPUSD=X,short,alexg5|GBPUSD|NZD>JPY|bearish|continuation|support|momentum|NZD:+0.0032|AUD:+0.0019|USD:+0.0010|CAD:+0.0006|g:10774:1.35435295:1.35610926:1.35084033,momentum,continuation,support,bearish,10775,10776,2025-06-17 10:00:00+00:00,2025-06-17 11:00:00+00:00,1.3561092615127563,1.3563804833650588,1.3563804833650588,1.3550135252294544,4.04,2157.3168,2157.3168,21.5732,107865.8382,-21.5732,-0.0001999999999999172,-0.01,-1.0,margin_stop,4.04
