rank_input,label,htf_bias,require_chart_trend,require_pattern,require_retest,require_ghost_sl_entry,session,trades,win_rate,return_pct,max_dd_pct,profit_factor,final_equity
195,bias=weekly|trend0|pat1|ret1|ghost0|sess=all,weekly,False,True,True,False,all,0,0.0,0.0,0.0,0.0,10000.0
196,bias=weekly|trend0|pat1|ret1|ghost1|sess=asia,weekly,False,True,True,True,asia,0,0.0,0.0,0.0,0.0,10000.0
197,bias=weekly|trend0|pat1|ret1|ghost1|sess=london,weekly,False,True,True,True,london,0,0.0,0.0,0.0,0.0,10000.0
198,bias=weekly|trend0|pat1|ret1|ghost1|sess=newyork,weekly,False,True,True,True,newyork,0,0.0,0.0,0.0,0.0,10000.0
199,bias=weekly|trend0|pat1|ret1|ghost1|sess=overlap,weekly,False,True,True,True,overlap,0,0.0,0.0,0.0,0.0,10000.0
200,bias=weekly|trend0|pat1|ret1|ghost1|sess=all,weekly,False,True,True,True,all,0,0.0,0.0,0.0,0.0,10000.0
201,bias=weekly|trend1|pat0|ret0|ghost0|sess=asia,weekly,True,False,False,False,asia,164,0.22561,-0.000282,0.001019,0.8871,9997.18
202,bias=weekly|trend1|pat0|ret0|ghost0|sess=london,weekly,True,False,False,False,london,163,0.233129,-0.00042,0.000918,0.831991,9995.8
203,bias=weekly|trend1|pat0|ret0|ghost0|sess=newyork,weekly,True,False,False,False,newyork,165,0.290909,0.000366,0.000467,1.156264,10003.66
204,bias=weekly|trend1|pat0|ret0|ghost0|sess=overlap,weekly,True,False,False,False,overlap,129,0.286822,0.000314,0.001343,1.172476,10003.14
205,bias=weekly|trend1|pat0|ret0|ghost0|sess=all,weekly,True,False,False,False,all,248,0.278226,0.000274,0.001988,1.076499,10002.74
206,bias=weekly|trend1|pat0|ret0|ghost1|sess=asia,weekly,True,False,False,True,asia,78,0.230769,-0.00012,0.000371,0.899971,9998.8
207,bias=weekly|trend1|pat0|ret0|ghost1|sess=london,weekly,True,False,False,True,london,84,0.333333,0.00056,0.000206,1.499922,10005.6
208,bias=weekly|trend1|pat0|ret0|ghost1|sess=newyork,weekly,True,False,False,True,newyork,87,0.356322,0.00074,0.00032,1.660601,10007.4
209,bias=weekly|trend1|pat0|ret0|ghost1|sess=overlap,weekly,True,False,False,True,overlap,70,0.314286,0.00036,0.00032,1.37494,10003.6
210,bias=weekly|trend1|pat0|ret0|ghost1|sess=all,weekly,True,False,False,True,all,113,0.247788,-0.0,0.001337,0.999729,10000.0
211,bias=weekly|trend1|pat0|ret1|ghost0|sess=asia,weekly,True,False,True,False,asia,0,0.0,0.0,0.0,0.0,10000.0
212,bias=weekly|trend1|pat0|ret1|ghost0|sess=london,weekly,True,False,True,False,london,0,0.0,0.0,0.0,0.0,10000.0
213,bias=weekly|trend1|pat0|ret1|ghost0|sess=newyork,weekly,True,False,True,False,newyork,0,0.0,0.0,0.0,0.0,10000.0
214,bias=weekly|trend1|pat0|ret1|ghost0|sess=overlap,weekly,True,False,True,False,overlap,0,0.0,0.0,0.0,0.0,10000.0
215,bias=weekly|trend1|pat0|ret1|ghost0|sess=all,weekly,True,False,True,False,all,0,0.0,0.0,0.0,0.0,10000.0
216,bias=weekly|trend1|pat0|ret1|ghost1|sess=asia,weekly,True,False,True,True,asia,0,0.0,0.0,0.0,0.0,10000.0
217,bias=weekly|trend1|pat0|ret1|ghost1|sess=london,weekly,True,False,True,True,london,0,0.0,0.0,0.0,0.0,10000.0
218,bias=weekly|trend1|pat0|ret1|ghost1|sess=newyork,weekly,True,False,True,True,newyork,0,0.0,0.0,0.0,0.0,10000.0
219,bias=weekly|trend1|pat0|ret1|ghost1|sess=overlap,weekly,True,False,True,True,overlap,0,0.0,0.0,0.0,0.0,10000.0
220,bias=weekly|trend1|pat0|ret1|ghost1|sess=all,weekly,True,False,True,True,all,0,0.0,0.0,0.0,0.0,10000.0
221,bias=weekly|trend1|pat1|ret0|ghost0|sess=asia,weekly,True,True,False,False,asia,68,0.205882,-0.00024,0.000569,0.777772,9997.6
222,bias=weekly|trend1|pat1|ret0|ghost0|sess=london,weekly,True,True,False,False,london,55,0.2,-0.00022,0.001054,0.750195,9997.8
223,bias=weekly|trend1|pat1|ret0|ghost0|sess=newyork,weekly,True,True,False,False,newyork,48,0.375,0.00044,0.000358,1.733258,10004.4
224,bias=weekly|trend1|pat1|ret0|ghost0|sess=overlap,weekly,True,True,False,False,overlap,26,0.230769,-4e-05,0.00037,0.899962,9999.6
225,bias=weekly|trend1|pat1|ret0|ghost0|sess=all,weekly,True,True,False,False,all,118,0.237288,-0.0002,0.000638,0.888856,9998.0
226,bias=weekly|trend1|pat1|ret0|ghost1|sess=asia,weekly,True,True,False,True,asia,35,0.314286,0.00018,0.000195,1.374971,10001.8
227,bias=weekly|trend1|pat1|ret0|ghost1|sess=london,weekly,True,True,False,True,london,24,0.375,0.00024,0.00015,1.799923,10002.4
228,bias=weekly|trend1|pat1|ret0|ghost1|sess=newyork,weekly,True,True,False,True,newyork,23,0.173913,-0.00014,0.000234,0.631564,9998.6
229,bias=weekly|trend1|pat1|ret0|ghost1|sess=overlap,weekly,True,True,False,True,overlap,13,0.153846,-0.0001,0.00022,0.54544,9999.0
230,bias=weekly|trend1|pat1|ret0|ghost1|sess=all,weekly,True,True,False,True,all,53,0.264151,6e-05,0.000324,1.076888,10000.6
231,bias=weekly|trend1|pat1|ret1|ghost0|sess=asia,weekly,True,True,True,False,asia,0,0.0,0.0,0.0,0.0,10000.0
232,bias=weekly|trend1|pat1|ret1|ghost0|sess=london,weekly,True,True,True,False,london,0,0.0,0.0,0.0,0.0,10000.0
233,bias=weekly|trend1|pat1|ret1|ghost0|sess=newyork,weekly,True,True,True,False,newyork,0,0.0,0.0,0.0,0.0,10000.0
234,bias=weekly|trend1|pat1|ret1|ghost0|sess=overlap,weekly,True,True,True,False,overlap,0,0.0,0.0,0.0,0.0,10000.0
235,bias=weekly|trend1|pat1|ret1|ghost0|sess=all,weekly,True,True,True,False,all,0,0.0,0.0,0.0,0.0,10000.0
236,bias=weekly|trend1|pat1|ret1|ghost1|sess=asia,weekly,True,True,True,True,asia,0,0.0,0.0,0.0,0.0,10000.0
237,bias=weekly|trend1|pat1|ret1|ghost1|sess=london,weekly,True,True,True,True,london,0,0.0,0.0,0.0,0.0,10000.0
238,bias=weekly|trend1|pat1|ret1|ghost1|sess=newyork,weekly,True,True,True,True,newyork,0,0.0,0.0,0.0,0.0,10000.0
239,bias=weekly|trend1|pat1|ret1|ghost1|sess=overlap,weekly,True,True,True,True,overlap,0,0.0,0.0,0.0,0.0,10000.0
240,bias=weekly|trend1|pat1|ret1|ghost1|sess=all,weekly,True,True,True,True,all,0,0.0,0.0,0.0,0.0,10000.0
241,bias=daily|trend0|pat0|ret0|ghost0|sess=asia,daily,False,False,False,False,asia,369,0.268293,0.000407,0.001043,1.075994,10004.07
242,bias=daily|trend0|pat0|ret0|ghost0|sess=london,daily,False,False,False,False,london,396,0.214646,-0.001162,0.001648,0.811885,9988.38
243,bias=daily|trend0|pat0|ret0|ghost0|sess=newyork,daily,False,False,False,False,newyork,369,0.276423,0.000445,0.001081,1.083573,10004.45
244,bias=daily|trend0|pat0|ret0|ghost0|sess=overlap,daily,False,False,False,False,overlap,281,0.256228,-6e-06,0.00184,0.998584,9999.94
245,bias=daily|trend0|pat0|ret0|ghost0|sess=all,daily,False,False,False,False,all,488,0.237705,-0.000636,0.001137,0.914261,9993.64
246,bias=daily|trend0|pat0|ret0|ghost1|sess=asia,daily,False,False,False,True,asia,160,0.23125,-0.000296,0.000496,0.879763,9997.04
247,bias=daily|trend0|pat0|ret0|ghost1|sess=london,daily,False,False,False,True,london,197,0.258883,0.00014,0.000599,1.047906,10001.4
248,bias=daily|trend0|pat0|ret0|ghost1|sess=newyork,daily,False,False,False,True,newyork,190,0.263158,0.0002,0.000579,1.071397,10002.0
249,bias=daily|trend0|pat0|ret0|ghost1|sess=overlap,daily,False,False,False,True,overlap,154,0.246753,-2.2e-05,0.00323,0.990441,9999.78
250,bias=daily|trend0|pat0|ret0|ghost1|sess=all,daily,False,False,False,True,all,246,0.252033,4e-05,0.000629,1.010827,10000.4
251,bias=daily|trend0|pat0|ret1|ghost0|sess=asia,daily,False,False,True,False,asia,0,0.0,0.0,0.0,0.0,10000.0
252,bias=daily|trend0|pat0|ret1|ghost0|sess=london,daily,False,False,True,False,london,0,0.0,0.0,0.0,0.0,10000.0
253,bias=daily|trend0|pat0|ret1|ghost0|sess=newyork,daily,False,False,True,False,newyork,0,0.0,0.0,0.0,0.0,10000.0
254,bias=daily|trend0|pat0|ret1|ghost0|sess=overlap,daily,False,False,True,False,overlap,0,0.0,0.0,0.0,0.0,10000.0
255,bias=daily|trend0|pat0|ret1|ghost0|sess=all,daily,False,False,True,False,all,0,0.0,0.0,0.0,0.0,10000.0
256,bias=daily|trend0|pat0|ret1|ghost1|sess=asia,daily,False,False,True,True,asia,0,0.0,0.0,0.0,0.0,10000.0
257,bias=daily|trend0|pat0|ret1|ghost1|sess=london,daily,False,False,True,True,london,0,0.0,0.0,0.0,0.0,10000.0
258,bias=daily|trend0|pat0|ret1|ghost1|sess=newyork,daily,False,False,True,True,newyork,0,0.0,0.0,0.0,0.0,10000.0
259,bias=daily|trend0|pat0|ret1|ghost1|sess=overlap,daily,False,False,True,True,overlap,0,0.0,0.0,0.0,0.0,10000.0
260,bias=daily|trend0|pat0|ret1|ghost1|sess=all,daily,False,False,True,True,all,0,0.0,0.0,0.0,0.0,10000.0
261,bias=daily|trend0|pat1|ret0|ghost0|sess=asia,daily,False,True,False,False,asia,156,0.211538,-0.000524,0.00079,0.786872,9994.76
262,bias=daily|trend0|pat1|ret0|ghost0|sess=london,daily,False,True,False,False,london,148,0.22973,-0.000321,0.000634,0.8592,9996.79
263,bias=daily|trend0|pat1|ret0|ghost0|sess=newyork,daily,False,True,False,False,newyork,145,0.317241,0.000597,0.001229,1.307418,10005.97
264,bias=daily|trend0|pat1|ret0|ghost0|sess=overlap,daily,False,True,False,False,overlap,80,0.2625,6e-05,0.001203,1.05133,10000.6
265,bias=daily|trend0|pat1|ret0|ghost0|sess=all,daily,False,True,False,False,all,284,0.232394,-0.000482,0.001663,0.888831,9995.18
266,bias=daily|trend0|pat1|ret0|ghost1|sess=asia,daily,False,True,False,True,asia,81,0.259259,6e-05,0.000465,1.049956,10000.6
267,bias=daily|trend0|pat1|ret0|ghost1|sess=london,daily,False,True,False,True,london,70,0.285714,0.0002,0.000495,1.199944,10002.0
268,bias=daily|trend0|pat1|ret0|ghost1|sess=newyork,daily,False,True,False,True,newyork,57,0.210526,-0.00018,0.000322,0.79998,9998.2
269,bias=daily|trend0|pat1|ret0|ghost1|sess=overlap,daily,False,True,False,True,overlap,32,0.15625,-0.00024,0.000272,0.555547,9997.6
270,bias=daily|trend0|pat1|ret0|ghost1|sess=all,daily,False,True,False,True,all,112,0.232143,-0.00016,0.000859,0.906949,9998.4
271,bias=daily|trend0|pat1|ret1|ghost0|sess=asia,daily,False,True,True,False,asia,0,0.0,0.0,0.0,0.0,10000.0
272,bias=daily|trend0|pat1|ret1|ghost0|sess=london,daily,False,True,True,False,london,0,0.0,0.0,0.0,0.0,10000.0
273,bias=daily|trend0|pat1|ret1|ghost0|sess=newyork,daily,False,True,True,False,newyork,0,0.0,0.0,0.0,0.0,10000.0
274,bias=daily|trend0|pat1|ret1|ghost0|sess=overlap,daily,False,True,True,False,overlap,0,0.0,0.0,0.0,0.0,10000.0
275,bias=daily|trend0|pat1|ret1|ghost0|sess=all,daily,False,True,True,False,all,0,0.0,0.0,0.0,0.0,10000.0
276,bias=daily|trend0|pat1|ret1|ghost1|sess=asia,daily,False,True,True,True,asia,0,0.0,0.0,0.0,0.0,10000.0
277,bias=daily|trend0|pat1|ret1|ghost1|sess=london,daily,False,True,True,True,london,0,0.0,0.0,0.0,0.0,10000.0
278,bias=daily|trend0|pat1|ret1|ghost1|sess=newyork,daily,False,True,True,True,newyork,0,0.0,0.0,0.0,0.0,10000.0
279,bias=daily|trend0|pat1|ret1|ghost1|sess=overlap,daily,False,True,True,True,overlap,0,0.0,0.0,0.0,0.0,10000.0
280,bias=daily|trend0|pat1|ret1|ghost1|sess=all,daily,False,True,True,True,all,0,0.0,0.0,0.0,0.0,10000.0
281,bias=daily|trend1|pat0|ret0|ghost0|sess=asia,daily,True,False,False,False,asia,190,0.273684,0.000339,0.000357,1.123804,10003.39
282,bias=daily|trend1|pat0|ret0|ghost0|sess=london,daily,True,False,False,False,london,199,0.231156,-0.00038,0.001098,0.875806,9996.2
283,bias=daily|trend1|pat0|ret0|ghost0|sess=newyork,daily,True,False,False,False,newyork,208,0.298077,0.000564,0.001161,1.194254,10005.64
284,bias=daily|trend1|pat0|ret0|ghost0|sess=overlap,daily,True,False,False,False,overlap,159,0.289308,0.000314,0.001361,1.140136,10003.14
285,bias=daily|trend1|pat0|ret0|ghost0|sess=all,daily,True,False,False,False,all,286,0.286713,0.00055,0.001988,1.134882,10005.5
286,bias=daily|trend1|pat0|ret0|ghost1|sess=asia,daily,True,False,False,True,asia,101,0.257426,6e-05,0.000431,1.039959,10000.6
287,bias=daily|trend1|pat0|ret0|ghost1|sess=london,daily,True,False,False,True,london,103,0.271845,0.00018,0.000393,1.119954,10001.8
288,bias=daily|trend1|pat0|ret0|ghost1|sess=newyork,daily,True,False,False,True,newyork,110,0.281818,0.00028,0.000291,1.177188,10002.8
289,bias=daily|trend1|pat0|ret0|ghost1|sess=overlap,daily,True,False,False,True,overlap,85,0.270588,0.00014,0.000348,1.112872,10001.4
290,bias=daily|trend1|pat0|ret0|ghost1|sess=all,daily,True,False,False,True,all,151,0.238411,-0.00012,0.00127,0.947177,9998.8
291,bias=daily|trend1|pat0|ret1|ghost0|sess=asia,daily,True,False,True,False,asia,0,0.0,0.0,0.0,0.0,10000.0
292,bias=daily|trend1|pat0|ret1|ghost0|sess=london,daily,True,False,True,False,london,0,0.0,0.0,0.0,0.0,10000.0
293,bias=daily|trend1|pat0|ret1|ghost0|sess=newyork,daily,True,False,True,False,newyork,0,0.0,0.0,0.0,0.0,10000.0
294,bias=daily|trend1|pat0|ret1|ghost0|sess=overlap,daily,True,False,True,False,overlap,0,0.0,0.0,0.0,0.0,10000.0
295,bias=daily|trend1|pat0|ret1|ghost0|sess=all,daily,True,False,True,False,all,0,0.0,0.0,0.0,0.0,10000.0
296,bias=daily|trend1|pat0|ret1|ghost1|sess=asia,daily,True,False,True,True,asia,0,0.0,0.0,0.0,0.0,10000.0
297,bias=daily|trend1|pat0|ret1|ghost1|sess=london,daily,True,False,True,True,london,0,0.0,0.0,0.0,0.0,10000.0
298,bias=daily|trend1|pat0|ret1|ghost1|sess=newyork,daily,True,False,True,True,newyork,0,0.0,0.0,0.0,0.0,10000.0
299,bias=daily|trend1|pat0|ret1|ghost1|sess=overlap,daily,True,False,True,True,overlap,0,0.0,0.0,0.0,0.0,10000.0
300,bias=daily|trend1|pat0|ret1|ghost1|sess=all,daily,True,False,True,True,all,0,0.0,0.0,0.0,0.0,10000.0
301,bias=daily|trend1|pat1|ret0|ghost0|sess=asia,daily,True,True,False,False,asia,71,0.253521,2e-05,0.000521,1.018824,10000.2
302,bias=daily|trend1|pat1|ret0|ghost0|sess=london,daily,True,True,False,False,london,71,0.225352,-0.000121,0.001054,0.888335,9998.79
303,bias=daily|trend1|pat1|ret0|ghost0|sess=newyork,daily,True,True,False,False,newyork,70,0.3,0.00024,0.000397,1.244871,10002.4
304,bias=daily|trend1|pat1|ret0|ghost0|sess=overlap,daily,True,True,False,False,overlap,31,0.225806,-6e-05,0.000359,0.874963,9999.4
305,bias=daily|trend1|pat1|ret0|ghost0|sess=all,daily,True,True,False,False,all,149,0.255034,6e-05,0.000471,1.026984,10000.6
306,bias=daily|trend1|pat1|ret0|ghost1|sess=asia,daily,True,True,False,True,asia,37,0.216216,-0.0001,0.000458,0.827535,9999.0
307,bias=daily|trend1|pat1|ret0|ghost1|sess=london,daily,True,True,False,True,london,38,0.289474,0.00012,0.000455,1.222175,10001.2
308,bias=daily|trend1|pat1|ret0|ghost1|sess=newyork,daily,True,True,False,True,newyork,32,0.15625,-0.00024,0.000269,0.555553,9997.6
309,bias=daily|trend1|pat1|ret0|ghost1|sess=overlap,daily,True,True,False,True,overlap,13,0.153846,-0.0001,0.000251,0.545445,9999.0
310,bias=daily|trend1|pat1|ret0|ghost1|sess=all,daily,True,True,False,True,all,77,0.337662,0.00054,0.000395,1.529359,10005.4
311,bias=daily|trend1|pat1|ret1|ghost0|sess=asia,daily,True,True,True,False,asia,0,0.0,0.0,0.0,0.0,10000.0
312,bias=daily|trend1|pat1|ret1|ghost0|sess=london,daily,True,True,True,False,london,0,0.0,0.0,0.0,0.0,10000.0
313,bias=daily|trend1|pat1|ret1|ghost0|sess=newyork,daily,True,True,True,False,newyork,0,0.0,0.0,0.0,0.0,10000.0
314,bias=daily|trend1|pat1|ret1|ghost0|sess=overlap,daily,True,True,True,False,overlap,0,0.0,0.0,0.0,0.0,10000.0
315,bias=daily|trend1|pat1|ret1|ghost0|sess=all,daily,True,True,True,False,all,0,0.0,0.0,0.0,0.0,10000.0
316,bias=daily|trend1|pat1|ret1|ghost1|sess=asia,daily,True,True,True,True,asia,0,0.0,0.0,0.0,0.0,10000.0
317,bias=daily|trend1|pat1|ret1|ghost1|sess=london,daily,True,True,True,True,london,0,0.0,0.0,0.0,0.0,10000.0
318,bias=daily|trend1|pat1|ret1|ghost1|sess=newyork,daily,True,True,True,True,newyork,0,0.0,0.0,0.0,0.0,10000.0
319,bias=daily|trend1|pat1|ret1|ghost1|sess=overlap,daily,True,True,True,True,overlap,0,0.0,0.0,0.0,0.0,10000.0
320,bias=daily|trend1|pat1|ret1|ghost1|sess=all,daily,True,True,True,True,all,0,0.0,0.0,0.0,0.0,10000.0
321,bias=4h|trend0|pat0|ret0|ghost0|sess=asia,4h,False,False,False,False,asia,389,0.249357,-0.000285,0.001386,0.950781,9997.15
322,bias=4h|trend0|pat0|ret0|ghost0|sess=london,4h,False,False,False,False,london,369,0.260163,3.8e-05,0.001012,1.00692,10000.38
323,bias=4h|trend0|pat0|ret0|ghost0|sess=newyork,4h,False,False,False,False,newyork,385,0.264935,0.000121,0.000871,1.021365,10001.21
324,bias=4h|trend0|pat0|ret0|ghost0|sess=overlap,4h,False,False,False,False,overlap,290,0.27931,0.000396,0.000923,1.094749,10003.96
325,bias=4h|trend0|pat0|ret0|ghost0|sess=all,4h,False,False,False,False,all,513,0.263158,0.00019,0.00127,1.025135,10001.9
326,bias=4h|trend0|pat0|ret0|ghost1|sess=asia,4h,False,False,False,True,asia,168,0.25,-5.6e-05,0.00057,0.977862,9999.44
327,bias=4h|trend0|pat0|ret0|ghost1|sess=london,4h,False,False,False,True,london,176,0.301136,0.00072,0.001439,1.292691,10007.2
328,bias=4h|trend0|pat0|ret0|ghost1|sess=newyork,4h,False,False,False,True,newyork,195,0.261538,0.00018,0.001957,1.062449,10001.8
329,bias=4h|trend0|pat0|ret0|ghost1|sess=overlap,4h,False,False,False,True,overlap,164,0.268293,0.00024,0.001642,1.099953,10002.4
330,bias=4h|trend0|pat0|ret0|ghost1|sess=all,4h,False,False,False,True,all,261,0.214559,-0.00074,0.001092,0.819463,9992.6
331,bias=4h|trend0|pat0|ret1|ghost0|sess=asia,4h,False,False,True,False,asia,0,0.0,0.0,0.0,0.0,10000.0
332,bias=4h|trend0|pat0|ret1|ghost0|sess=london,4h,False,False,True,False,london,0,0.0,0.0,0.0,0.0,10000.0
333,bias=4h|trend0|pat0|ret1|ghost0|sess=newyork,4h,False,False,True,False,newyork,0,0.0,0.0,0.0,0.0,10000.0
334,bias=4h|trend0|pat0|ret1|ghost0|sess=overlap,4h,False,False,True,False,overlap,0,0.0,0.0,0.0,0.0,10000.0
335,bias=4h|trend0|pat0|ret1|ghost0|sess=all,4h,False,False,True,False,all,0,0.0,0.0,0.0,0.0,10000.0
336,bias=4h|trend0|pat0|ret1|ghost1|sess=asia,4h,False,False,True,True,asia,0,0.0,0.0,0.0,0.0,10000.0
337,bias=4h|trend0|pat0|ret1|ghost1|sess=london,4h,False,False,True,True,london,0,0.0,0.0,0.0,0.0,10000.0
338,bias=4h|trend0|pat0|ret1|ghost1|sess=newyork,4h,False,False,True,True,newyork,0,0.0,0.0,0.0,0.0,10000.0
339,bias=4h|trend0|pat0|ret1|ghost1|sess=overlap,4h,False,False,True,True,overlap,0,0.0,0.0,0.0,0.0,10000.0
340,bias=4h|trend0|pat0|ret1|ghost1|sess=all,4h,False,False,True,True,all,0,0.0,0.0,0.0,0.0,10000.0
341,bias=4h|trend0|pat1|ret0|ghost0|sess=asia,4h,False,True,False,False,asia,170,0.211765,-0.000545,0.000803,0.795094,9994.55
342,bias=4h|trend0|pat1|ret0|ghost0|sess=london,4h,False,True,False,False,london,145,0.227586,-0.00024,0.00138,0.891707,9997.6
343,bias=4h|trend0|pat1|ret0|ghost0|sess=newyork,4h,False,True,False,False,newyork,165,0.333333,0.001,0.001034,1.458426,10010.0
344,bias=4h|trend0|pat1|ret0|ghost0|sess=overlap,4h,False,True,False,False,overlap,87,0.310345,0.0004,0.001148,1.338472,10004.0
345,bias=4h|trend0|pat1|ret0|ghost0|sess=all,4h,False,True,False,False,all,321,0.255452,-5.8e-05,0.002155,0.987868,9999.42
346,bias=4h|trend0|pat1|ret0|ghost1|sess=asia,4h,False,True,False,True,asia,82,0.280488,0.0002,0.000424,1.169425,10002.0
347,bias=4h|trend0|pat1|ret0|ghost1|sess=london,4h,False,True,False,True,london,70,0.328571,0.00044,0.000483,1.468009,10004.4
348,bias=4h|trend0|pat1|ret0|ghost1|sess=newyork,4h,False,True,False,True,newyork,66,0.227273,-0.00012,0.000397,0.882315,9998.8
349,bias=4h|trend0|pat1|ret0|ghost1|sess=overlap,4h,False,True,False,True,overlap,36,0.277778,8e-05,0.000354,1.153793,10000.8
350,bias=4h|trend0|pat1|ret0|ghost1|sess=all,4h,False,True,False,True,all,133,0.255639,6e-05,0.000518,1.030261,10000.6
351,bias=4h|trend0|pat1|ret1|ghost0|sess=asia,4h,False,True,True,False,asia,0,0.0,0.0,0.0,0.0,10000.0
352,bias=4h|trend0|pat1|ret1|ghost0|sess=london,4h,False,True,True,False,london,0,0.0,0.0,0.0,0.0,10000.0
353,bias=4h|trend0|pat1|ret1|ghost0|sess=newyork,4h,False,True,True,False,newyork,0,0.0,0.0,0.0,0.0,10000.0
354,bias=4h|trend0|pat1|ret1|ghost0|sess=overlap,4h,False,True,True,False,overlap,0,0.0,0.0,0.0,0.0,10000.0
355,bias=4h|trend0|pat1|ret1|ghost0|sess=all,4h,False,True,True,False,all,0,0.0,0.0,0.0,0.0,10000.0
356,bias=4h|trend0|pat1|ret1|ghost1|sess=asia,4h,False,True,True,True,asia,0,0.0,0.0,0.0,0.0,10000.0
357,bias=4h|trend0|pat1|ret1|ghost1|sess=london,4h,False,True,True,True,london,0,0.0,0.0,0.0,0.0,10000.0
358,bias=4h|trend0|pat1|ret1|ghost1|sess=newyork,4h,False,True,True,True,newyork,0,0.0,0.0,0.0,0.0,10000.0
359,bias=4h|trend0|pat1|ret1|ghost1|sess=overlap,4h,False,True,True,True,overlap,0,0.0,0.0,0.0,0.0,10000.0
360,bias=4h|trend0|pat1|ret1|ghost1|sess=all,4h,False,True,True,True,all,0,0.0,0.0,0.0,0.0,10000.0
361,bias=4h|trend1|pat0|ret0|ghost0|sess=asia,4h,True,False,False,False,asia,242,0.285124,0.000678,0.000805,1.197832,10006.78
362,bias=4h|trend1|pat0|ret0|ghost0|sess=london,4h,True,False,False,False,london,250,0.3,0.000741,0.000713,1.212964,10007.41
363,bias=4h|trend1|pat0|ret0|ghost0|sess=newyork,4h,True,False,False,False,newyork,248,0.310484,0.000842,0.001203,1.246174,10008.42
364,bias=4h|trend1|pat0|ret0|ghost0|sess=overlap,4h,True,False,False,False,overlap,200,0.295,0.000316,0.000479,1.112072,10003.16
365,bias=4h|trend1|pat0|ret0|ghost0|sess=all,4h,True,False,False,False,all,372,0.290323,0.000732,0.001988,1.139052,10007.32
366,bias=4h|trend1|pat0|ret0|ghost1|sess=asia,4h,True,False,False,True,asia,107,0.336449,0.00074,0.000318,1.521013,10007.4
367,bias=4h|trend1|pat0|ret0|ghost1|sess=london,4h,True,False,False,True,london,139,0.345324,0.00106,0.00028,1.582361,10010.6
368,bias=4h|trend1|pat0|ret0|ghost1|sess=newyork,4h,True,False,False,True,newyork,138,0.231884,-0.0002,0.002187,0.905639,9998.0
